564.9364014,0.092084438,0.224046364,-0.011313293,348.3015747,330.9467163,2.412875414
565.2028809,0.090872191,0.223138526,-0.010808157,348.5350952,331.0879822,2.383759499
565.3027954,0.09051203,0.222922295,-0.011057749,348.593689,331.0453186,2.418701172
565.40271,0.090553023,0.222835019,-0.011382748,348.5377808,331.0838013,2.358564138
565.5026245,0.090590678,0.222734287,-0.011780786,348.4906006,331.038269,2.317908287
565.6358032,0.090456761,0.222479001,-0.012341842,348.508728,330.9039612,2.31596756
565.7357178,0.090678468,0.22204335,-0.012763178,348.5836487,330.9390259,2.235887527
565.8356323,0.090770982,0.221439317,-0.013559139,348.6929321,330.9527893,2.21603179
565.9688721,0.090550505,0.221295938,-0.014933601,348.7137451,330.9237366,2.293851614
566.0687866,0.090665966,0.221246943,-0.015979784,348.6922607,331.1197205,2.248025894
